,Year,Country of origin,Country of asylum,Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR
615,2017,Peru,Bolivia (Plurinational State of),515,0,0
616,2017,Russian Federation,Bolivia (Plurinational State of),5,0,0
617,2017,Syrian Arab Rep.,Bolivia (Plurinational State of),21,8,0
618,2017,Angola,Botswana,0,0,0
619,2017,Burundi,Botswana,46,5,0
620,2017,Dem. Rep. of the Congo,Botswana,84,22,0
621,2017,Eritrea,Botswana,10,0,0
622,2017,Ethiopia,Botswana,5,0,0
623,2017,Kenya,Botswana,5,0,0
624,2017,Namibia,Botswana,923,11,0
625,2017,Rwanda,Botswana,20,0,0
626,2017,Somalia,Botswana,314,9,0
627,2017,Sudan,Botswana,12,0,0
628,2017,Uganda,Botswana,21,0,0
629,2017,Zimbabwe,Botswana,676,18,0
630,2017,Afghanistan,Brazil,99,165,0
631,2017,Albania,Brazil,0,6,0
632,2017,Algeria,Brazil,7,18,0
633,2017,Angola,Brazil,1112,4717,0
634,2017,Egypt,Brazil,32,274,0
635,2017,Argentina,Brazil,11,44,0
636,2017,Armenia,Brazil,5,5,0
637,2017,Burundi,Brazil,39,25,0
638,2017,Belgium,Brazil,0,5,0
639,2017,Benin,Brazil,0,212,0
640,2017,Bangladesh,Brazil,10,4017,0
641,2017,Bhutan,Brazil,30,35,0
642,2017,Burkina Faso,Brazil,5,189,0
643,2017,Bolivia (Plurinational State of),Brazil,153,382,0
644,2017,Bosnia and Herzegovina,Brazil,5,0,0
645,2017,Bulgaria,Brazil,0,5,0
646,2017,Canada,Brazil,0,5,0
647,2017,Central African Rep.,Brazil,5,6,0
648,2017,China,Brazil,5,2252,0
649,2017,Chile,Brazil,21,16,0
650,2017,Cameroon,Brazil,56,332,0
651,2017,Congo,Brazil,20,0,0
652,2017,Dem. Rep. of the Congo,Brazil,1368,2816,0
653,2017,Colombia,Brazil,1291,1417,0
654,2017,Costa Rica,Brazil,0,6,0
655,2017,Cuba,Brazil,153,4630,0
656,2017,Cabo Verde,Brazil,0,153,0
657,2017,Czechia,Brazil,0,5,0
658,2017,Denmark,Brazil,0,11,0
659,2017,Djibouti,Brazil,0,5,0
660,2017,Dominica,Brazil,0,6,0
661,2017,Dominican Rep.,Brazil,5,1171,0
662,2017,Ecuador,Brazil,57,66,0
663,2017,Equatorial Guinea,Brazil,0,5,0
664,2017,Eritrea,Brazil,25,48,0
665,2017,Ethiopia,Brazil,26,64,0
666,2017,French Guiana,Brazil,0,6,0
667,2017,Fiji,Brazil,0,5,0
668,2017,France,Brazil,0,25,0
669,2017,Gambia,Brazil,6,392,0
670,2017,Palestinian,Brazil,490,350,0
671,2017,United Kingdom of Great Britain and Northern Ireland,Brazil,0,5,0
672,2017,Georgia,Brazil,10,0,0
673,2017,Germany,Brazil,0,8,0
674,2017,Ghana,Brazil,33,2305,0
675,2017,Guinea-Bissau,Brazil,19,1560,0
676,2017,Greece,Brazil,0,5,0
677,2017,Guatemala,Brazil,0,11,0
678,2017,Guinea,Brazil,86,869,0
679,2017,Guyana,Brazil,0,32,0
680,2017,Haiti,Brazil,8,9433,0
681,2017,Honduras,Brazil,0,8,0
682,2017,Croatia,Brazil,5,0,0
683,2017,Cote d'Ivoire,Brazil,48,164,0
684,2017,India,Brazil,0,366,0
685,2017,Indonesia,Brazil,0,5,0
686,2017,Iran (Islamic Rep. of),Brazil,60,138,0
687,2017,Iraq,Brazil,287,342,0
688,2017,Israel,Brazil,0,30,0
689,2017,Italy,Brazil,0,15,0
690,2017,Jamaica,Brazil,0,7,0
691,2017,Jordan,Brazil,8,80,0
692,2017,Kenya,Brazil,0,73,0
693,2017,Rep. of Korea,Brazil,0,48,0
694,2017,Kuwait,Brazil,0,6,0
695,2017,Liberia,Brazil,259,27,0
696,2017,Libya,Brazil,5,35,0
697,2017,Lebanon,Brazil,406,1738,0
698,2017,Lesotho,Brazil,0,5,0
699,2017,Sri Lanka,Brazil,18,17,0
700,2017,Lithuania,Brazil,0,5,0
701,2017,"China, Macao SAR",Brazil,0,5,0
702,2017,Mauritania,Brazil,0,137,0
703,2017,North Macedonia,Brazil,6,0,0
704,2017,Mexico,Brazil,6,23,0
705,2017,Mali,Brazil,74,415,0
706,2017,Malaysia,Brazil,0,5,0
707,2017,Morocco,Brazil,8,331,0
708,2017,Mozambique,Brazil,0,62,0
709,2017,Malta,Brazil,0,5,0
710,2017,Myanmar,Brazil,0,5,0
711,2017,Namibia,Brazil,0,34,0
712,2017,Nepal,Brazil,6,143,0
713,2017,Niger,Brazil,0,6,0
714,2017,Nicaragua,Brazil,0,6,0
715,2017,Nigeria,Brazil,119,3102,0
716,2017,Norway,Brazil,0,6,0
717,2017,Pakistan,Brazil,260,1660,0
718,2017,Panama,Brazil,0,5,0
719,2017,Paraguay,Brazil,8,59,0
720,2017,Peru,Brazil,45,81,0
721,2017,Philippines,Brazil,0,257,0
722,2017,Poland,Brazil,0,6,0
723,2017,Portugal,Brazil,0,60,0
724,2017,Romania,Brazil,0,13,0
725,2017,South Africa,Brazil,5,359,0
726,2017,Russian Federation,Brazil,13,20,0
727,2017,Rwanda,Brazil,18,5,0
728,2017,El Salvador,Brazil,13,24,0
729,2017,Saudi Arabia,Brazil,0,11,0
730,2017,Serbia and Kosovo: S/RES/1244 (1999),Brazil,92,5,0
731,2017,Senegal,Brazil,14,8633,0
732,2017,Sierra Leone,Brazil,152,406,0
733,2017,Somalia,Brazil,47,473,0
734,2017,Spain,Brazil,0,40,0
735,2017,Viet Nam,Brazil,5,5,0
736,2017,Sao Tome and Principe,Brazil,0,23,0
737,2017,Sudan,Brazil,71,104,0
738,2017,Suriname,Brazil,0,10,0
739,2017,Sweden,Brazil,0,5,0
740,2017,Syrian Arab Rep.,Brazil,2905,4522,0
741,2017,United Rep. of Tanzania,Brazil,7,96,0
742,2017,Thailand,Brazil,0,31,0
743,2017,Togo,Brazil,30,554,0
744,2017,Tunisia,Brazil,0,67,0
745,2017,Türkiye,Brazil,5,153,0
746,2017,Uganda,Brazil,5,18,0
747,2017,Ukraine,Brazil,10,65,0
748,2017,Uruguay,Brazil,0,19,0
749,2017,United States of America,Brazil,0,32,0
750,2017,Vanuatu,Brazil,0,8,0
751,2017,Venezuela (Bolivarian Republic of),Brazil,30,22315,0
752,2017,Yemen,Brazil,0,35,0
753,2017,Zambia,Brazil,0,5,0
754,2017,Zimbabwe,Brazil,5,9,0
755,2017,Stateless,Brazil,13,0,0
756,2017,Unknown ,Brazil,0,33,0
757,2017,Stateless,Brunei Darussalam,0,0,0
758,2017,Afghanistan,Bosnia and Herzegovina,0,9,0
759,2017,Algeria,Bosnia and Herzegovina,0,72,0
760,2017,Bosnia and Herzegovina,Bosnia and Herzegovina,0,0,98574
761,2017,Palestinian,Bosnia and Herzegovina,5,5,0
762,2017,Croatia,Bosnia and Herzegovina,5120,0,0
763,2017,Iran (Islamic Rep. of),Bosnia and Herzegovina,0,5,0
764,2017,Iraq,Bosnia and Herzegovina,5,0,0
765,2017,Libya,Bosnia and Herzegovina,0,21,0
766,2017,North Macedonia,Bosnia and Herzegovina,5,0,0
767,2017,Morocco,Bosnia and Herzegovina,0,22,0
768,2017,Nepal,Bosnia and Herzegovina,0,5,0
769,2017,Pakistan,Bosnia and Herzegovina,0,29,0
770,2017,Russian Federation,Bosnia and Herzegovina,0,12,0
771,2017,Serbia and Kosovo: S/RES/1244 (1999),Bosnia and Herzegovina,69,0,0
772,2017,Syrian Arab Rep.,Bosnia and Herzegovina,15,13,0
773,2017,Türkiye,Bosnia and Herzegovina,5,30,0
774,2017,Stateless,Bosnia and Herzegovina,0,0,0
775,2017,Afghanistan,Bulgaria,169,752,0
776,2017,Algeria,Bulgaria,0,23,0
777,2017,Egypt,Bulgaria,8,9,0
778,2017,Armenia,Bulgaria,15,13,0
779,2017,Bangladesh,Bulgaria,8,18,0
780,2017,China,Bulgaria,0,15,0
781,2017,Cameroon,Bulgaria,0,5,0
782,2017,Congo,Bulgaria,8,0,0
783,2017,Dem. Rep. of the Congo,Bulgaria,0,7,0
784,2017,Eritrea,Bulgaria,5,10,0
785,2017,Ethiopia,Bulgaria,13,0,0
786,2017,Ghana,Bulgaria,0,8,0
787,2017,Cote d'Ivoire,Bulgaria,5,5,0
788,2017,India,Bulgaria,5,5,0
789,2017,Iran (Islamic Rep. of),Bulgaria,60,116,0
790,2017,Iraq,Bulgaria,1221,1046,0
791,2017,Jordan,Bulgaria,7,0,0
792,2017,Kazakhstan,Bulgaria,0,5,0
793,2017,Kyrgyzstan,Bulgaria,0,7,0
794,2017,Lebanon,Bulgaria,23,5,0
795,2017,Sri Lanka,Bulgaria,0,5,0
796,2017,Mali,Bulgaria,5,7,0
797,2017,Morocco,Bulgaria,5,0,0
798,2017,Nigeria,Bulgaria,0,6,0
799,2017,Pakistan,Bulgaria,12,99,0
800,2017,Russian Federation,Bulgaria,0,20,0
801,2017,Somalia,Bulgaria,50,6,0
802,2017,Sudan,Bulgaria,16,0,0
803,2017,Syrian Arab Rep.,Bulgaria,16549,407,0
804,2017,Tunisia,Bulgaria,0,5,0
805,2017,Türkiye,Bulgaria,12,20,0
806,2017,Ukraine,Bulgaria,0,50,0
807,2017,Yemen,Bulgaria,11,0,0
808,2017,Stateless,Bulgaria,959,38,0
809,2017,Guatemala,Belize,0,447,0
810,2017,Honduras,Belize,0,601,0
811,2017,Nicaragua,Belize,0,5,0
812,2017,Peru,Belize,0,5,0
813,2017,El Salvador,Belize,0,2052,0
814,2017,Unknown ,Belize,0,10,0
815,2017,Sri Lanka,Cambodia,5,0,0
816,2017,Myanmar,Cambodia,19,5,0
817,2017,Pakistan,Cambodia,5,0,0
818,2017,Viet Nam,Cambodia,32,31,0
819,2017,Thailand,Cambodia,0,8,0
820,2017,Afghanistan,Canada,3356,717,0
821,2017,Albania,Canada,853,261,0
822,2017,Algeria,Canada,390,240,0
823,2017,Angola,Canada,99,267,0
824,2017,Antigua and Barbuda,Canada,94,43,0
825,2017,Egypt,Canada,1329,734,0
826,2017,Argentina,Canada,26,21,0
827,2017,Armenia,Canada,85,16,0
828,2017,Australia,Canada,0,5,0
829,2017,Austria,Canada,0,9,0
830,2017,Azerbaijan,Canada,297,424,0
831,2017,Bahrain,Canada,46,17,0
832,2017,Barbados,Canada,167,55,0
833,2017,Burundi,Canada,2022,591,0
834,2017,Belgium,Canada,14,13,0
835,2017,Benin,Canada,54,23,0
836,2017,Bangladesh,Canada,905,578,0
837,2017,Bahamas,Canada,194,169,0
838,2017,Bhutan,Canada,7,0,0
839,2017,Burkina Faso,Canada,95,52,0
840,2017,Belarus,Canada,95,20,0
841,2017,Bolivia (Plurinational State of),Canada,50,0,0
842,2017,Botswana,Canada,255,29,0
843,2017,Brazil,Canada,64,378,0
844,2017,Bosnia and Herzegovina,Canada,35,9,0
845,2017,Bulgaria,Canada,135,27,0
846,2017,Belize,Canada,16,7,0
847,2017,Cambodia,Canada,71,22,0
848,2017,Central African Rep.,Canada,70,11,0
849,2017,Chad,Canada,427,303,0
850,2017,China,Canada,7180,2216,0
851,2017,Chile,Canada,52,97,0
852,2017,Cameroon,Canada,1039,297,0
853,2017,Congo,Canada,281,89,0
854,2017,Dem. Rep. of the Congo,Canada,1816,668,0
855,2017,Comoros,Canada,5,0,0
856,2017,Colombia,Canada,8049,1567,0
857,2017,Costa Rica,Canada,15,12,0
858,2017,Cuba,Canada,836,100,0
859,2017,Cyprus,Canada,0,11,0
860,2017,Czechia,Canada,420,275,0
861,2017,Denmark,Canada,0,5,0
862,2017,Djibouti,Canada,801,477,0
863,2017,Dominica,Canada,5,10,0
864,2017,Dominican Rep.,Canada,124,67,0
865,2017,Ecuador,Canada,59,29,0
866,2017,Equatorial Guinea,Canada,13,7,0
867,2017,Eritrea,Canada,2131,865,0
868,2017,Estonia,Canada,5,0,0
869,2017,Ethiopia,Canada,1631,633,0
870,2017,Fiji,Canada,60,10,0
871,2017,Finland,Canada,0,5,0
872,2017,France,Canada,10,23,0
873,2017,Gabon,Canada,36,11,0
874,2017,Gambia,Canada,82,56,0
875,2017,Palestinian,Canada,777,626,0
876,2017,United Kingdom of Great Britain and Northern Ireland,Canada,11,0,0
877,2017,Georgia,Canada,276,297,0
878,2017,Germany,Canada,0,16,0
879,2017,Ghana,Canada,298,277,0
880,2017,Guinea-Bissau,Canada,9,5,0
881,2017,Greece,Canada,14,29,0
882,2017,Grenada,Canada,64,11,0
883,2017,Guatemala,Canada,554,225,0
884,2017,Guinea,Canada,442,132,0
885,2017,Guyana,Canada,148,102,0
886,2017,Haiti,Canada,6874,7097,0
887,2017,"China, Hong Kong SAR",Canada,6,21,0
888,2017,Honduras,Canada,934,280,0
889,2017,Croatia,Canada,204,219,0
890,2017,Hungary,Canada,2912,1463,0
891,2017,Cote d'Ivoire,Canada,253,90,0
892,2017,India,Canada,1281,1767,0
893,2017,Indonesia,Canada,119,56,0
894,2017,Ireland,Canada,0,10,0
895,2017,Iran (Islamic Rep. of),Canada,2197,647,0
896,2017,Iraq,Canada,2792,890,0
897,2017,Israel,Canada,181,110,0
898,2017,Italy,Canada,0,55,0
899,2017,Jamaica,Canada,893,238,0
900,2017,Jordan,Canada,353,295,0
901,2017,Japan,Canada,0,10,0
902,2017,Kazakhstan,Canada,126,70,0
903,2017,Kenya,Canada,463,155,0
904,2017,Kyrgyzstan,Canada,61,24,0
905,2017,Rep. of Korea,Canada,102,33,0
906,2017,Dem. People's Rep. of Korea,Canada,484,409,0
907,2017,Kuwait,Canada,86,9,0
908,2017,Lao People's Dem. Rep.,Canada,5,0,0
909,2017,Liberia,Canada,91,30,0
910,2017,Libya,Canada,1118,405,0
911,2017,Saint Lucia,Canada,967,141,0
912,2017,Lebanon,Canada,838,402,0
913,2017,Sri Lanka,Canada,4195,868,0
914,2017,Lithuania,Canada,20,19,0
915,2017,Latvia,Canada,75,8,0
916,2017,Madagascar,Canada,16,10,0
917,2017,Mauritania,Canada,151,59,0
918,2017,North Macedonia,Canada,43,8,0
919,2017,Rep. of Moldova,Canada,121,21,0
920,2017,Mexico,Canada,3846,1408,0
921,2017,Mali,Canada,142,92,0
922,2017,Malaysia,Canada,32,15,0
923,2017,Malawi,Canada,16,17,0
924,2017,Mongolia,Canada,143,36,0
925,2017,Morocco,Canada,151,59,0
926,2017,Montenegro,Canada,19,10,0
927,2017,Mauritius,Canada,5,8,0
928,2017,Myanmar,Canada,60,5,0
929,2017,Namibia,Canada,360,54,0
930,2017,Nepal,Canada,557,188,0
931,2017,Netherlands,Canada,5,18,0
932,2017,Niger,Canada,57,29,0
933,2017,Nicaragua,Canada,82,19,0
934,2017,Nigeria,Canada,4800,5632,0
935,2017,Norway,Canada,0,5,0
936,2017,Oman,Canada,9,0,0
937,2017,Pakistan,Canada,4971,1991,0
938,2017,Panama,Canada,16,23,0
939,2017,Paraguay,Canada,21,0,0
940,2017,Peru,Canada,252,108,0
941,2017,Philippines,Canada,96,64,0
942,2017,Papua New Guinea,Canada,5,0,0
943,2017,Poland,Canada,125,109,0
944,2017,Portugal,Canada,0,12,0
945,2017,Qatar,Canada,12,0,0
946,2017,Romania,Canada,193,228,0
947,2017,South Africa,Canada,58,111,0
948,2017,Russian Federation,Canada,877,202,0
949,2017,Rwanda,Canada,1013,197,0
950,2017,El Salvador,Canada,1354,629,0
951,2017,Saudi Arabia,Canada,277,176,0
952,2017,Serbia and Kosovo: S/RES/1244 (1999),Canada,288,34,0
953,2017,Senegal,Canada,238,60,0
954,2017,Seychelles,Canada,5,0,0
955,2017,Singapore,Canada,15,5,0
956,2017,Sierra Leone,Canada,72,27,0
957,2017,Solomon Islands,Canada,28,0,0
958,2017,Somalia,Canada,3035,948,0
959,2017,Spain,Canada,6,37,0
960,2017,Viet Nam,Canada,44,38,0
961,2017,Saint Kitts and Nevis,Canada,40,11,0
962,2017,Sudan,Canada,802,609,0
963,2017,Suriname,Canada,8,0,0
964,2017,South Sudan,Canada,12,0,0
965,2017,Slovakia,Canada,696,664,0
966,2017,Slovenia,Canada,5,9,0
967,2017,Eswatini,Canada,141,14,0
968,2017,Syrian Arab Rep.,Canada,3095,807,0
969,2017,United Rep. of Tanzania,Canada,147,74,0
970,2017,Turks and Caicos Islands,Canada,0,5,0
971,2017,Thailand,Canada,17,8,0
972,2017,Tajikistan,Canada,44,11,0
973,2017,Turkmenistan,Canada,13,8,0
974,2017,Togo,Canada,110,47,0
975,2017,Trinidad and Tobago,Canada,135,26,0
976,2017,Tunisia,Canada,189,67,0
977,2017,Türkiye,Canada,2833,1778,0
978,2017,United Arab Emirates,Canada,35,11,0
979,2017,Uganda,Canada,541,189,0
980,2017,Ukraine,Canada,1126,432,0
981,2017,Uruguay,Canada,7,5,0
982,2017,United States of America,Canada,48,1939,0
983,2017,Uzbekistan,Canada,172,69,0
984,2017,Saint Vincent and the Grenadines,Canada,1253,109,0
985,2017,Venezuela (Bolivarian Republic of),Canada,1345,1059,0
986,2017,Yemen,Canada,648,694,0
987,2017,Zambia,Canada,28,13,0
988,2017,Zimbabwe,Canada,1146,142,0
989,2017,Stateless,Canada,307,207,0
990,2017,Unknown ,Canada,85,48,0
991,2017,Angola,Central African Rep.,14,0,0
992,2017,Burundi,Central African Rep.,24,0,0
993,2017,Central African Rep.,Central African Rep.,0,0,688700
994,2017,Chad,Central African Rep.,3184,42,0
995,2017,Cameroon,Central African Rep.,5,6,0
996,2017,Congo,Central African Rep.,13,8,0
997,2017,Dem. Rep. of the Congo,Central African Rep.,4025,472,0
998,2017,Guinea,Central African Rep.,7,0,0
999,2017,Cote d'Ivoire,Central African Rep.,9,0,0
1000,2017,Liberia,Central African Rep.,5,5,0
1001,2017,Rwanda,Central African Rep.,184,11,0
1002,2017,Sudan,Central African Rep.,502,12,0
1003,2017,South Sudan,Central African Rep.,2049,9,0
1004,2017,Togo,Central African Rep.,0,6,0
1005,2017,Türkiye,Central African Rep.,7,0,0
1006,2017,Uganda,Central African Rep.,5,0,0
1007,2017,Cuba,Cayman Islands,24,28,0
1008,2017,Mexico,Cayman Islands,5,0,0
1009,2017,Burundi,Chad,5,0,0
1010,2017,Central African Rep.,Chad,76653,469,0
1011,2017,Chad,Chad,0,0,99983
1012,2017,Cameroon,Chad,11,5,0
1013,2017,Congo,Chad,9,5,0
1014,2017,Dem. Rep. of the Congo,Chad,316,51,0
1015,2017,Eritrea,Chad,6,6,0
1016,2017,Ethiopia,Chad,13,14,0
1017,2017,Cote d'Ivoire,Chad,5,0,0
1018,2017,Iran (Islamic Rep. of),Chad,5,0,0
1019,2017,Libya,Chad,9,5,0
1020,2017,Mali,Chad,0,0,0
1021,2017,Niger,Chad,495,0,0
1022,2017,Nigeria,Chad,9541,5,0
1023,2017,Rwanda,Chad,17,0,0
1024,2017,Somalia,Chad,10,0,0
1025,2017,Sudan,Chad,324327,62,0
1026,2017,South Sudan,Chad,8,0,0
1027,2017,Syrian Arab Rep.,Chad,39,29,0
1028,2017,Türkiye,Chad,6,0,0
1029,2017,Yemen,Chad,0,9,0
1030,2017,Unknown ,Chad,0,0,0
1031,2017,Afghanistan,China,8,18,0
1032,2017,Burundi,China,5,5,0
1033,2017,Benin,China,0,5,0
1034,2017,Cameroon,China,0,103,0
1035,2017,Dem. Rep. of the Congo,China,5,16,0
1036,2017,Eritrea,China,0,5,0
1037,2017,Gambia,China,0,10,0
1038,2017,Palestinian,China,9,6,0
1039,2017,Ghana,China,5,38,0
1040,2017,Guinea,China,0,11,0
1041,2017,Cote d'Ivoire,China,0,12,0
1042,2017,Iraq,China,12,19,0
1043,2017,Kenya,China,0,6,0
1044,2017,Liberia,China,0,125,0
1045,2017,Mozambique,China,0,14,0
1046,2017,Nigeria,China,0,54,0
1047,2017,Pakistan,China,18,15,0
1048,2017,Rwanda,China,0,8,0
1049,2017,Sierra Leone,China,0,18,0
1050,2017,Somalia,China,91,19,0
1051,2017,Viet Nam,China,321502,0,0
1052,2017,Syrian Arab Rep.,China,42,32,0
1053,2017,Türkiye,China,0,15,0
1054,2017,Uganda,China,5,38,0
1055,2017,Yemen,China,7,15,0
1056,2017,Zimbabwe,China,5,84,0
1057,2017,Afghanistan,Chile,13,12,0
1058,2017,Angola,Chile,0,8,0
1059,2017,Egypt,Chile,0,5,0
1060,2017,Bangladesh,Chile,0,5,0
1061,2017,Bolivia (Plurinational State of),Chile,0,21,0
1062,2017,Congo,Chile,8,5,0
1063,2017,Dem. Rep. of the Congo,Chile,6,0,0
1064,2017,Colombia,Chile,1117,4765,0
1065,2017,Costa Rica,Chile,5,0,0
1066,2017,Cuba,Chile,18,1649,0
1067,2017,Dominican Rep.,Chile,0,150,0
1068,2017,Ecuador,Chile,23,31,0
1069,2017,Palestinian,Chile,11,16,0
1070,2017,Ghana,Chile,0,9,0
1071,2017,Haiti,Chile,0,32,0
1072,2017,Honduras,Chile,0,5,0
1073,2017,Iraq,Chile,0,5,0
1074,2017,Kenya,Chile,5,0,0
1075,2017,Rep. of Korea,Chile,0,5,0
1076,2017,Sri Lanka,Chile,5,0,0
1077,2017,Mexico,Chile,0,5,0
1078,2017,Pakistan,Chile,0,7,0
1079,2017,Peru,Chile,113,22,0
1080,2017,Russian Federation,Chile,0,12,0
1081,2017,El Salvador,Chile,9,20,0
1082,2017,Senegal,Chile,5,5,0
1083,2017,Syrian Arab Rep.,Chile,85,42,0
1084,2017,Türkiye,Chile,5,30,0
1085,2017,United States of America,Chile,0,5,0
1086,2017,Venezuela (Bolivarian Republic of),Chile,0,1586,0
1087,2017,Yemen,Chile,0,5,0
1088,2017,Unknown ,Chile,433,0,0
1089,2017,Angola,Cameroon,5,0,0
1090,2017,Burundi,Cameroon,60,27,0
1091,2017,Burkina Faso,Cameroon,0,7,0
1092,2017,Central African Rep.,Cameroon,248843,4744,0
1093,2017,Chad,Cameroon,1521,326,0
1094,2017,Cameroon,Cameroon,0,0,221695
1095,2017,Congo,Cameroon,51,18,0
1096,2017,Dem. Rep. of the Congo,Cameroon,523,144,0
1097,2017,Gabon,Cameroon,0,5,0
1098,2017,Gambia,Cameroon,0,5,0
1099,2017,Guinea-Bissau,Cameroon,0,7,0
1100,2017,Guinea,Cameroon,11,100,0
1101,2017,Cote d'Ivoire,Cameroon,68,79,0
1102,2017,Iran (Islamic Rep. of),Cameroon,5,0,0
1103,2017,Liberia,Cameroon,9,0,0
1104,2017,Mauritania,Cameroon,5,5,0
1105,2017,Mali,Cameroon,0,53,0
1106,2017,Morocco,Cameroon,7,0,0
1107,2017,Niger,Cameroon,0,5,0
1108,2017,Nigeria,Cameroon,85319,6,0
1109,2017,Rwanda,Cameroon,832,172,0
1110,2017,Senegal,Cameroon,0,11,0
1111,2017,Sudan,Cameroon,79,27,0
1112,2017,South Sudan,Cameroon,12,0,0
1113,2017,Syrian Arab Rep.,Cameroon,15,9,0
1114,2017,Togo,Cameroon,17,0,0
1115,2017,Türkiye,Cameroon,0,15,0
1116,2017,Algeria,Congo,0,5,0
1117,2017,Angola,Congo,318,77,0
1118,2017,Burundi,Congo,98,14,0
1119,2017,Central African Rep.,Congo,26403,4388,0
1120,2017,Chad,Congo,37,28,0
1121,2017,Cameroon,Congo,5,10,0
1122,2017,Congo,Congo,0,0,107828
1123,2017,Dem. Rep. of the Congo,Congo,12316,1872,0
1124,2017,Guinea,Congo,0,8,0
1125,2017,Cote d'Ivoire,Congo,5,30,0
1126,2017,Liberia,Congo,0,7,0
1127,2017,Mauritania,Congo,0,60,0
1128,2017,Mali,Congo,6,12,0
1129,2017,Nigeria,Congo,6,0,0
1130,2017,Rwanda,Congo,9275,516,0
1131,2017,Sierra Leone,Congo,5,0,0
1132,2017,Sudan,Congo,26,35,0
1133,2017,South Sudan,Congo,0,13,0
1134,2017,Syrian Arab Rep.,Congo,9,12,0
1135,2017,Türkiye,Congo,0,5,0
1136,2017,Angola,Dem. Rep. of the Congo,494,13,0
1137,2017,Burundi,Dem. Rep. of the Congo,44450,225,0
1138,2017,Central African Rep.,Dem. Rep. of the Congo,181917,180,0
1139,2017,Chad,Dem. Rep. of the Congo,5,16,0
1140,2017,Cameroon,Dem. Rep. of the Congo,0,17,0
1141,2017,Congo,Dem. Rep. of the Congo,661,29,0
1142,2017,Dem. Rep. of the Congo,Dem. Rep. of the Congo,0,0,4351376
1143,2017,Eritrea,Dem. Rep. of the Congo,5,0,0
1144,2017,Cote d'Ivoire,Dem. Rep. of the Congo,7,7,0
1145,2017,Kenya,Dem. Rep. of the Congo,0,5,0
1146,2017,Liberia,Dem. Rep. of the Congo,5,19,0
1147,2017,Mali,Dem. Rep. of the Congo,0,15,0
1148,2017,Nepal,Dem. Rep. of the Congo,0,5,0
1149,2017,Nigeria,Dem. Rep. of the Congo,0,5,0
1150,2017,Rwanda,Dem. Rep. of the Congo,220377,181,0
1151,2017,Somalia,Dem. Rep. of the Congo,14,48,0
1152,2017,Sudan,Dem. Rep. of the Congo,151,0,0
1153,2017,South Sudan,Dem. Rep. of the Congo,88970,17,0
1154,2017,Syrian Arab Rep.,Dem. Rep. of the Congo,8,20,0
1155,2017,Uganda,Dem. Rep. of the Congo,25,5,0
1156,2017,Afghanistan,Colombia,8,0,0
1157,2017,Bolivia (Plurinational State of),Colombia,5,0,0
1158,2017,Colombia,Colombia,0,0,7677609
1159,2017,Cuba,Colombia,71,25,0
1160,2017,Ecuador,Colombia,9,0,0
1161,2017,Eritrea,Colombia,5,0,0
1162,2017,Ethiopia,Colombia,17,0,0
1163,2017,Honduras,Colombia,5,0,0
1164,2017,Hungary,Colombia,7,0,0
1165,2017,Iraq,Colombia,9,0,0
1166,2017,Nicaragua,Colombia,14,0,0
1167,2017,Pakistan,Colombia,0,5,0
1168,2017,Romania,Colombia,7,0,0
1169,2017,El Salvador,Colombia,11,0,0
1170,2017,Serbia and Kosovo: S/RES/1244 (1999),Colombia,7,0,0
1171,2017,Sierra Leone,Colombia,5,0,0
1172,2017,Somalia,Colombia,11,0,0
1173,2017,Syrian Arab Rep.,Colombia,8,5,0
1174,2017,Türkiye,Colombia,0,14,0
1175,2017,Venezuela (Bolivarian Republic of),Colombia,61,469,0
1176,2017,Yemen,Colombia,0,7,0
1177,2017,Stateless,Colombia,0,0,0
1178,2017,Argentina,Costa Rica,0,5,0
1179,2017,Bangladesh,Costa Rica,0,16,0
1180,2017,Brazil,Costa Rica,0,5,0
1181,2017,Canada,Costa Rica,0,5,0
1182,2017,Cameroon,Costa Rica,0,19,0
1183,2017,Congo,Costa Rica,0,45,0
1184,2017,Dem. Rep. of the Congo,Costa Rica,5,16,0
1185,2017,Colombia,Costa Rica,2340,657,0
1186,2017,Cuba,Costa Rica,379,213,0
1187,2017,Ecuador,Costa Rica,0,9,0
1188,2017,Eritrea,Costa Rica,0,5,0
1189,2017,Gambia,Costa Rica,0,5,0
1190,2017,Germany,Costa Rica,0,5,0
1191,2017,Ghana,Costa Rica,0,74,0
1192,2017,Guatemala,Costa Rica,26,19,0
1193,2017,Guinea,Costa Rica,0,5,0
1194,2017,Haiti,Costa Rica,12,72,0
1195,2017,Honduras,Costa Rica,144,296,0
1196,2017,Cote d'Ivoire,Costa Rica,0,5,0
1197,2017,India,Costa Rica,5,0,0
1198,2017,Iran (Islamic Rep. of),Costa Rica,5,0,0
1199,2017,Israel,Costa Rica,0,5,0
1200,2017,Mexico,Costa Rica,6,10,0
1201,2017,Nepal,Costa Rica,0,107,0
1202,2017,Niger,Costa Rica,0,7,0
1203,2017,Nicaragua,Costa Rica,461,73,0
1204,2017,Nigeria,Costa Rica,19,5,0
1205,2017,Pakistan,Costa Rica,0,11,0
1206,2017,Panama,Costa Rica,5,5,0
1207,2017,Peru,Costa Rica,15,0,0
1208,2017,Russian Federation,Costa Rica,19,5,0
1209,2017,El Salvador,Costa Rica,667,2037,0
